ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
CLE08	20150828	0	Fri	ANA	AL	128	CLE	AL	127	1	3	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150828	0	Fri	HOU	AL	129	MIN	AL	128	0	3	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
STP01	20150828	0	Fri	KCA	AL	128	TBA	AL	128	3	2	54	KCA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150828	0	Fri	BAL	AL	128	TEX	AL	127	1	4	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150828	0	Fri	DET	AL	128	TOR	AL	128	3	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150828	0	Fri	OAK	AL	129	ARI	NL	128	4	6	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150828	0	Fri	NYA	AL	127	ATL	NL	128	15	4	54	NYA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
LOS03	20150828	0	Fri	CHN	NL	127	LAN	NL	127	1	4	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150828	0	Fri	CIN	NL	127	MIL	NL	128	0	5	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150828	0	Fri	BOS	AL	128	NYN	NL	128	6	4	60	BOS	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150828	0	Fri	SDN	NL	128	PHI	NL	129	1	7	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150828	0	Fri	COL	NL	126	PIT	NL	127	3	5	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150828	0	Fri	SLN	NL	128	SFN	NL	128	4	5	52	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150828	0	Fri	MIA	NL	129	WAS	NL	127	4	3	54	MIA	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CHI12	20150829	0	Sat	SEA	AL	130	CHA	AL	128	7	6	54	SEA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150829	0	Sat	ANA	AL	129	CLE	AL	128	3	8	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150829	0	Sat	HOU	AL	130	MIN	AL	129	4	1	54	HOU	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
STP01	20150829	0	Sat	KCA	AL	129	TBA	AL	129	6	3	54	KCA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150829	0	Sat	BAL	AL	129	TEX	AL	128	3	4	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150829	0	Sat	DET	AL	129	TOR	AL	129	1	15	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150829	0	Sat	OAK	AL	130	ARI	NL	129	3	2	54	OAK	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150829	0	Sat	NYA	AL	128	ATL	NL	129	3	1	54	NYA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
LOS03	20150829	0	Sat	CHN	NL	128	LAN	NL	128	2	5	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150829	0	Sat	CIN	NL	128	MIL	NL	129	12	9	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150829	0	Sat	BOS	AL	129	NYN	NL	129	3	1	54	BOS	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150829	0	Sat	SDN	NL	129	PHI	NL	130	3	4	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150829	0	Sat	COL	NL	127	PIT	NL	128	3	4	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150829	0	Sat	SLN	NL	129	SFN	NL	129	6	0	54	SLN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150829	0	Sat	MIA	NL	130	WAS	NL	128	1	5	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CHI12	20150830	0	Sun	SEA	AL	131	CHA	AL	129	5	6	65	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150830	0	Sun	ANA	AL	130	CLE	AL	129	2	9	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150830	0	Sun	HOU	AL	131	MIN	AL	130	5	7	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
STP01	20150830	0	Sun	KCA	AL	130	TBA	AL	130	2	3	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150830	0	Sun	BAL	AL	130	TEX	AL	129	0	6	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150830	0	Sun	DET	AL	130	TOR	AL	130	2	9	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150830	0	Sun	OAK	AL	131	ARI	NL	130	7	4	66	OAK	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150830	0	Sun	NYA	AL	129	ATL	NL	130	20	6	54	NYA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
LOS03	20150830	0	Sun	CHN	NL	129	LAN	NL	129	2	0	54	CHN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150830	0	Sun	CIN	NL	129	MIL	NL	130	1	4	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150830	0	Sun	BOS	AL	130	NYN	NL	130	4	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150830	0	Sun	SDN	NL	130	PHI	NL	131	9	4	54	SDN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150830	0	Sun	COL	NL	128	PIT	NL	129	5	0	54	COL	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150830	0	Sun	SLN	NL	130	SFN	NL	130	7	5	54	SLN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150830	0	Sun	MIA	NL	131	WAS	NL	129	4	7	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BAL12	20150831	0	Mon	TBA	AL	131	BAL	AL	131	6	3	54	TBA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150831	0	Mon	NYA	AL	130	BOS	AL	131	3	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
HOU03	20150831	0	Mon	SEA	AL	132	HOU	AL	132	3	8	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
OAK01	20150831	0	Mon	ANA	AL	131	OAK	AL	132	5	11	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150831	0	Mon	CLE	AL	130	TOR	AL	131	4	2	54	CLE	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150831	0	Mon	MIA	NL	132	ATL	NL	131	4	0	54	MIA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150831	0	Mon	CIN	NL	130	CHN	NL	130	13	6	54	CIN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150831	0	Mon	ARI	NL	131	COL	NL	129	4	5	53	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150831	0	Mon	SFN	NL	131	LAN	NL	130	4	5	81	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150831	0	Mon	PHI	NL	132	NYN	NL	131	1	3	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SAN02	20150831	0	Mon	TEX	AL	130	SDN	NL	131	0	7	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150831	0	Mon	WAS	NL	130	SLN	NL	131	5	8	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150901	0	Tue	TBA	AL	132	BAL	AL	132	11	2	54	TBA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150901	0	Tue	NYA	AL	131	BOS	AL	132	3	1	54	NYA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
HOU03	20150901	0	Tue	SEA	AL	133	HOU	AL	133	7	5	54	SEA	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150901	0	Tue	DET	AL	131	KCA	AL	131	6	5	54	DET	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150901	0	Tue	CHA	AL	130	MIN	AL	131	6	8	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150901	0	Tue	ANA	AL	132	OAK	AL	133	6	2	54	ANA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150901	0	Tue	CLE	AL	131	TOR	AL	132	3	5	58	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150901	0	Tue	MIA	NL	133	ATL	NL	132	7	1	54	MIA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150901	0	Tue	CIN	NL	131	CHN	NL	131	4	5	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150901	1	Tue	ARI	NL	132	COL	NL	130	6	4	54	ARI	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
DEN02	20150901	2	Tue	ARI	NL	133	COL	NL	131	5	3	54	ARI	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150901	0	Tue	SFN	NL	132	LAN	NL	131	1	2	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150901	0	Tue	PIT	NL	130	MIL	NL	131	4	7	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150901	0	Tue	PHI	NL	133	NYN	NL	132	14	8	54	PHI	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SAN02	20150901	0	Tue	TEX	AL	131	SDN	NL	132	8	6	54	TEX	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150901	0	Tue	WAS	NL	131	SLN	NL	132	5	8	53	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150902	0	Wed	TBA	AL	133	BAL	AL	133	6	7	63	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150902	0	Wed	NYA	AL	132	BOS	AL	133	13	8	54	NYA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
HOU03	20150902	0	Wed	SEA	AL	134	HOU	AL	134	8	3	54	SEA	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150902	0	Wed	DET	AL	132	KCA	AL	132	1	12	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150902	0	Wed	CHA	AL	131	MIN	AL	132	0	3	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150902	0	Wed	ANA	AL	133	OAK	AL	134	9	4	54	ANA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150902	0	Wed	CLE	AL	132	TOR	AL	133	1	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150902	0	Wed	MIA	NL	134	ATL	NL	133	7	3	54	MIA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150902	0	Wed	CIN	NL	132	CHN	NL	132	7	4	54	CIN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150902	0	Wed	ARI	NL	134	COL	NL	132	4	9	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150902	0	Wed	SFN	NL	133	LAN	NL	132	1	2	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150902	0	Wed	PIT	NL	131	MIL	NL	132	4	9	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150902	0	Wed	PHI	NL	134	NYN	NL	133	4	9	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SAN02	20150902	0	Wed	TEX	AL	132	SDN	NL	133	4	3	60	TEX	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150902	0	Wed	WAS	NL	132	SLN	NL	133	4	3	54	WAS	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
KAN06	20150903	0	Thu	DET	AL	133	KCA	AL	133	7	15	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150903	0	Thu	CHA	AL	132	MIN	AL	133	6	4	54	CHA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
DEN02	20150903	0	Thu	SFN	NL	134	COL	NL	133	3	11	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIL06	20150903	0	Thu	PIT	NL	132	MIL	NL	133	3	5	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
SAN02	20150903	0	Thu	LAN	NL	133	SDN	NL	134	7	10	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
WAS11	20150903	0	Thu	ATL	NL	134	WAS	NL	133	1	15	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150904	0	Fri	TEX	AL	133	ANA	AL	134	2	5	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150904	0	Fri	PHI	NL	135	BOS	AL	134	5	7	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150904	0	Fri	CLE	AL	133	DET	AL	134	8	1	54	CLE	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150904	0	Fri	MIN	AL	134	HOU	AL	135	0	8	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150904	0	Fri	CHA	AL	133	KCA	AL	134	12	1	54	CHA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150904	0	Fri	TBA	AL	134	NYA	AL	133	2	5	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150904	0	Fri	SEA	AL	135	OAK	AL	135	11	8	54	SEA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150904	0	Fri	BAL	AL	134	TOR	AL	134	10	2	54	BAL	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150904	0	Fri	ARI	NL	135	CHN	NL	133	5	14	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150904	0	Fri	SFN	NL	135	COL	NL	134	1	2	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150904	0	Fri	NYN	NL	134	MIA	NL	135	5	6	65	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
SAN02	20150904	0	Fri	LAN	NL	134	SDN	NL	135	8	4	54	LAN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150904	0	Fri	PIT	NL	133	SLN	NL	134	9	3	54	PIT	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150904	0	Fri	ATL	NL	135	WAS	NL	134	2	5	57	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150905	0	Sat	TEX	AL	134	ANA	AL	135	2	1	54	TEX	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150905	0	Sat	PHI	NL	136	BOS	AL	135	2	9	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150905	0	Sat	CLE	AL	134	DET	AL	135	0	6	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150905	0	Sat	MIN	AL	135	HOU	AL	136	3	2	54	MIN	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150905	0	Sat	CHA	AL	134	KCA	AL	135	6	1	54	CHA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150905	0	Sat	TBA	AL	135	NYA	AL	134	3	2	54	TBA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150905	0	Sat	SEA	AL	136	OAK	AL	136	8	3	54	SEA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150905	0	Sat	BAL	AL	135	TOR	AL	135	1	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150905	0	Sat	ARI	NL	136	CHN	NL	134	0	2	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
CIN09	20150905	1	Sat	MIL	NL	134	CIN	NL	133	8	6	54	MIL	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
CIN09	20150905	2	Sat	MIL	NL	135	CIN	NL	134	7	3	54	MIL	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150905	0	Sat	SFN	NL	136	COL	NL	135	7	3	54	SFN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150905	0	Sat	NYN	NL	135	MIA	NL	136	7	0	54	NYN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
SAN02	20150905	0	Sat	LAN	NL	135	SDN	NL	136	2	0	54	LAN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150905	0	Sat	PIT	NL	134	SLN	NL	135	1	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150905	0	Sat	ATL	NL	136	WAS	NL	135	2	8	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150906	0	Sun	TEX	AL	135	ANA	AL	136	0	7	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150906	0	Sun	PHI	NL	137	BOS	AL	136	2	6	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150906	0	Sun	CLE	AL	135	DET	AL	136	4	0	54	CLE	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150906	0	Sun	MIN	AL	136	HOU	AL	137	5	8	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150906	0	Sun	CHA	AL	135	KCA	AL	136	7	5	54	CHA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150906	0	Sun	TBA	AL	136	NYA	AL	135	4	6	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150906	0	Sun	SEA	AL	137	OAK	AL	137	3	2	54	SEA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150906	0	Sun	BAL	AL	136	TOR	AL	136	4	10	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150906	0	Sun	ARI	NL	137	CHN	NL	135	4	6	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
CIN09	20150906	0	Sun	MIL	NL	136	CIN	NL	135	3	6	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150906	0	Sun	SFN	NL	137	COL	NL	136	7	4	54	SFN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150906	0	Sun	NYN	NL	136	MIA	NL	137	3	4	53	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
SAN02	20150906	0	Sun	LAN	NL	136	SDN	NL	137	5	1	54	LAN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150906	0	Sun	PIT	NL	135	SLN	NL	136	7	1	54	PIT	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150906	0	Sun	ATL	NL	137	WAS	NL	136	4	8	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150907	0	Mon	LAN	NL	137	ANA	AL	137	7	5	54	LAN	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150907	0	Mon	TOR	AL	137	BOS	AL	137	4	11	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150907	0	Mon	CLE	AL	136	CHA	AL	136	3	2	54	CLE	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150907	0	Mon	TBA	AL	137	DET	AL	137	4	5	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150907	0	Mon	MIN	AL	137	KCA	AL	137	6	2	54	MIN	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150907	0	Mon	BAL	AL	137	NYA	AL	136	6	8	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150907	0	Mon	HOU	AL	138	OAK	AL	138	9	10	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
SEA03	20150907	0	Mon	TEX	AL	136	SEA	AL	138	3	0	54	TEX	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
PHO01	20150907	0	Mon	SFN	NL	138	ARI	NL	138	1	6	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
CIN09	20150907	0	Mon	PIT	NL	136	CIN	NL	136	1	3	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150907	0	Mon	MIL	NL	137	MIA	NL	138	9	1	54	MIL	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150907	0	Mon	ATL	NL	138	PHI	NL	138	7	2	54	ATL	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150907	0	Mon	COL	NL	137	SDN	NL	138	6	4	54	COL	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150907	0	Mon	CHN	NL	136	SLN	NL	137	9	0	54	CHN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150907	0	Mon	NYN	NL	137	WAS	NL	137	8	5	54	NYN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150908	0	Tue	LAN	NL	138	ANA	AL	138	6	4	54	LAN	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150908	0	Tue	TOR	AL	138	BOS	AL	138	5	1	60	TOR	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150908	0	Tue	CLE	AL	137	CHA	AL	137	4	7	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150908	0	Tue	TBA	AL	138	DET	AL	138	7	8	77	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150908	0	Tue	MIN	AL	138	KCA	AL	138	2	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150908	0	Tue	BAL	AL	138	NYA	AL	137	2	1	54	BAL	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
